"","age","sex","born","educ","income","cohort","income16","granborn","income16_cat","income_cat"
"3325",58,"Female","Yes",10,8,1963,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"3326",52,"Male","Yes",18,12,1969,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3327",27,"Female","Yes",18,NA,1994,NA,"None",NA,NA
"3328",52,"Male","Yes",19,13,1969,26,NA,"$170,000 OR OVER",NA
"3329",77,"Male","Yes",19,NA,1944,NA,"None",NA,NA
"3330",51,"Female","Yes",20,12,1970,25,"Two","$150,000 TO $169,999","$25,000 OR MORE"
"3331",23,"Female","Yes",16,NA,1998,NA,"Four",NA,NA
"3332",29,"Female","No",16,NA,1992,NA,"Four",NA,NA
"3333",64,"Female","Yes",12,12,1957,19,"Two","$50,000 TO $59,999","$25,000 OR MORE"
"3334",47,"Female","Yes",13,12,1974,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3335",43,"Male","Yes",16,12,1978,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3336",44,"Female","Yes",17,12,1977,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"3337",72,"Male","Yes",17,12,1949,17,NA,"$35,000 TO $39,999","$25,000 OR MORE"
"3338",56,"Male","Yes",19,12,1965,24,"Two","$130,000 TO $149,999","$25,000 OR MORE"
"3339",61,"Male","No",20,13,1960,26,NA,"$170,000 OR OVER",NA
"3340",67,"Male","Yes",16,12,1954,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3341",39,"Female","Yes",16,12,1982,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3342",70,"Male","Yes",19,12,1951,18,"Three","$40,000 TO $49,999","$25,000 OR MORE"
"3343",39,"Male","Yes",16,12,1982,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3344",43,"Female","Yes",14,9,1978,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"3345",57,"Female","Yes",12,1,1964,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"3346",69,"Female","Yes",12,11,1952,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"3347",63,"Male","Yes",16,12,1958,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3348",30,"Male","No",14,12,1991,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3349",46,"Female","Yes",15,12,1975,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"3350",59,"Female","No",18,12,1962,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3351",35,"Female","Yes",17,1,1986,1,"Two","$1,000 AND UNDER","$1,000 AND UNDER"
"3352",61,"Female","Yes",12,2,1960,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"3353",82,"Female","Yes",16,10,1939,11,"Two","$15,000 TO $17,499","$15,000 TO $19,999"
"3354",50,"Male","Yes",14,12,1971,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3355",47,"Female","No",20,12,1974,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3356",60,"Female","Yes",12,12,1961,22,NA,"$90,000 TO $109,999","$25,000 OR MORE"
"3357",28,"Male","Yes",16,12,1993,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3358",30,"Female","No",14,12,1991,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3359",33,"Male","Yes",17,12,1988,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3360",NA,"Male","Yes",12,12,9999,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3361",24,"Female","Yes",14,NA,1997,NA,"Four",NA,NA
"3362",68,"Male","Yes",14,12,1953,25,"One","$150,000 TO $169,999","$25,000 OR MORE"
"3363",42,"Female","Yes",17,12,1979,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"3364",63,"Male","Yes",12,8,1958,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"3365",37,"Female","Yes",12,10,1984,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"3366",77,"Female","Yes",12,13,1944,27,"None",NA,NA
"3367",77,"Female","No",6,NA,1944,NA,NA,NA,NA
"3368",61,"Female","Yes",12,12,1960,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3369",73,"Male","Yes",16,13,1948,26,"None","$170,000 OR OVER",NA
"3370",33,"Female","Yes",15,NA,1988,NA,"One",NA,NA
"3371",30,"Female","No",18,7,1991,9,"Four","$10,000 TO $12,499","$7,000 TO $7,999"
"3372",NA,"Female","Yes",16,12,9999,23,NA,"$110,000 TO $129,999","$25,000 OR MORE"
"3373",77,"Male","Yes",12,12,1944,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3374",56,"Female","Yes",12,13,1965,27,"None",NA,NA
"3375",35,"Female","Yes",9,2,1986,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"3376",44,"Female","Yes",16,12,1977,16,"Two","$30,000 TO $34,999","$25,000 OR MORE"
"3377",30,"Female","Yes",16,12,1991,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3378",70,"Female","Yes",13,10,1951,11,"Three","$15,000 TO $17,499","$15,000 TO $19,999"
"3379",20,"Male","Yes",10,NA,2001,NA,NA,NA,NA
"3380",78,"Female","Yes",8,12,1943,15,"Four","$25,000 TO $29,999","$25,000 OR MORE"
"3381",29,"Male","Yes",13,12,1992,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"3382",27,"Female","Yes",12,10,1994,11,NA,"$15,000 TO $17,499","$15,000 TO $19,999"
"3383",45,"Male","Yes",17,12,1976,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3384",24,"Male","Yes",16,9,1997,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3385",44,"Male","Yes",13,1,1977,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"3386",75,"Female","Yes",13,12,1946,18,"Two","$40,000 TO $49,999","$25,000 OR MORE"
"3387",59,"Male","No",20,12,1962,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3388",71,"Female","Yes",13,9,1950,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"3389",55,"Female","Yes",11,9,1966,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"3390",29,"Female","Yes",12,10,1992,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"3391",NA,"Female","Yes",18,12,9999,24,"One","$130,000 TO $149,999","$25,000 OR MORE"
"3392",32,"Male","Yes",16,12,1989,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3393",43,"Male","Yes",16,12,1978,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3394",42,"Female","Yes",13,12,1979,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3395",67,"Female","Yes",13,12,1954,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3396",54,"Male","Yes",14,12,1967,25,"One","$150,000 TO $169,999","$25,000 OR MORE"
"3397",44,"Female","Yes",18,12,1977,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3398",29,"Male","Yes",16,12,1992,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3399",67,"Female","Yes",18,12,1954,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3400",74,"Female","Yes",16,12,1947,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3401",23,"Female","Yes",11,1,1998,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"3402",22,"Male","Yes",15,10,1999,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"3403",38,"Male","No",12,12,1983,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3404",51,"Male","Yes",16,13,1970,26,"None","$170,000 OR OVER",NA
"3405",35,"Female","Yes",14,12,1986,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3406",40,"Female","Yes",16,12,1981,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"3407",79,"Female","Yes",18,12,1942,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"3408",41,"Female","Yes",17,NA,1980,NA,"One",NA,NA
"3409",43,"Female","Yes",16,12,1978,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3410",84,"Male","Yes",15,12,1937,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3411",41,"Female","Yes",16,12,1980,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3412",42,"Female","Yes",12,12,1979,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3413",37,"Male","Yes",13,12,1984,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3414",85,"Male","Yes",13,12,1936,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3415",56,"Female","Yes",14,12,1965,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3416",NA,"Male","Yes",13,13,9999,26,"None","$170,000 OR OVER",NA
"3417",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"3418",68,"Female","Yes",12,12,1953,19,NA,"$50,000 TO $59,999","$25,000 OR MORE"
"3419",51,"Female","Yes",16,12,1970,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3420",47,"Female","Yes",14,NA,1974,NA,"None",NA,NA
"3421",71,"Male","Yes",12,NA,1950,NA,"None",NA,NA
"3422",55,"Female","No",16,12,1966,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3423",41,"Female","Yes",15,12,1980,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3424",63,"Female","Yes",12,12,1958,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3425",41,"Male","Yes",18,13,1980,26,"One","$170,000 OR OVER",NA
"3426",40,"Male","Yes",16,12,1981,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3427",24,"Male","Yes",18,10,1997,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"3428",57,"Male","Yes",17,12,1964,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3429",44,"Male","Yes",17,12,1977,22,"Three","$90,000 TO $109,999","$25,000 OR MORE"
"3430",33,"Female","Yes",20,13,1988,26,"None","$170,000 OR OVER",NA
"3431",45,"Male","Yes",12,12,1976,15,NA,"$25,000 TO $29,999","$25,000 OR MORE"
"3432",53,"Male","No",14,12,1968,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3433",23,"Female","Yes",16,12,1998,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3434",38,"Female","Yes",11,1,1983,1,"Four","$1,000 AND UNDER","$1,000 AND UNDER"
"3435",59,"Female","Yes",16,12,1962,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3436",NA,NA,"Yes",16,13,9999,27,"None",NA,NA
"3437",52,"Male","Yes",16,12,1969,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3438",26,"Female","Yes",17,6,1995,6,"None","$6,000 TO $6,999","$6,000 TO $6,999"
"3439",57,"Female","Yes",15,12,1964,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"3440",74,"Male","Yes",16,10,1947,11,"Two","$15,000 TO $17,499","$15,000 TO $19,999"
"3441",50,"Female","Yes",18,12,1971,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3442",82,"Female","Yes",14,9,1939,9,"Four","$10,000 TO $12,499","$10,000 TO $14,999"
"3443",78,"Male","Yes",18,12,1943,25,"Three","$150,000 TO $169,999","$25,000 OR MORE"
"3444",38,"Male","Yes",14,12,1983,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3445",64,"Female","Yes",15,9,1957,10,NA,"$12,500 TO $14,999","$10,000 TO $14,999"
"3446",49,"Female","Yes",16,12,1972,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3447",78,"Male","Yes",12,12,1943,16,"Two","$30,000 TO $34,999","$25,000 OR MORE"
"3448",85,"Female","Yes",14,12,1936,15,"Three","$25,000 TO $29,999","$25,000 OR MORE"
"3449",21,"Male","Yes",NA,2,2000,2,NA,"$1,000 TO $2,999","$1,000 TO $2,999"
"3450",26,"Female","Yes",16,13,1995,26,"Two","$170,000 OR OVER",NA
"3451",65,"Male","Yes",16,12,1956,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3452",66,"Female","Yes",14,12,1955,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3453",NA,"Male","No",15,10,9999,11,"Four","$15,000 TO $17,499","$15,000 TO $19,999"
"3454",36,"Transgender","Yes",15,12,1985,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3455",28,"Female","Yes",12,NA,1993,NA,"None",NA,NA
"3456",53,"Female","Yes",16,9,1968,11,"None","$15,000 TO $17,499","$10,000 TO $14,999"
"3457",44,"Female","Yes",16,11,1977,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"3458",44,"Female","Yes",20,12,1977,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3459",44,NA,"Yes",14,11,1977,13,"One","$20,000 TO $22,499","$20,000 TO $24,999"
"3460",39,"Male","Yes",16,12,1982,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3461",55,"Male","Yes",16,12,1966,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3462",64,"Male","Yes",12,9,1957,10,NA,"$12,500 TO $14,999","$10,000 TO $14,999"
"3463",71,"Female","Yes",14,12,1950,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"3464",68,"Male","Yes",12,12,1953,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3465",61,"Female","Yes",16,13,1960,26,"None","$170,000 OR OVER",NA
"3466",79,"Female","Yes",12,11,1942,14,"Four","$22,500 TO $24,999","$20,000 TO $24,999"
"3467",56,"Male","Yes",16,12,1965,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"3468",25,"Female","Yes",16,12,1996,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3469",57,"Male","Yes",13,12,1964,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3470",81,"Female","Yes",12,NA,1940,NA,"None",NA,NA
"3471",50,"Male","Yes",14,12,1971,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3472",67,"Female","Yes",12,12,1954,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3473",65,"Female","Yes",15,12,1956,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3474",30,"Female","Yes",16,13,1991,26,"Four","$170,000 OR OVER",NA
"3475",69,"Female","Yes",13,12,1952,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"3476",46,"Female","No",16,10,1975,13,NA,"$20,000 TO $22,499","$15,000 TO $19,999"
"3477",42,"Male","Yes",12,7,1979,7,"Two","$7,000 TO $7,999","$7,000 TO $7,999"
"3478",83,"Female","Yes",12,12,1938,17,"Two","$35,000 TO $39,999","$25,000 OR MORE"
"3479",75,"Male","Yes",14,12,1946,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3480",51,"Male","No",16,13,1970,26,"Four","$170,000 OR OVER",NA
"3481",58,"Female","Yes",12,10,1963,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"3482",59,"Male","Yes",13,12,1962,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3483",69,"Male","Yes",16,12,1952,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3484",31,"Male","No",16,12,1990,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3485",56,"Female","Yes",12,12,1965,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3486",85,"Male","Yes",16,12,1936,15,"Two","$25,000 TO $29,999","$25,000 OR MORE"
"3487",60,"Male","Yes",15,12,1961,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"3488",33,"Female","Yes",12,NA,1988,NA,"None",NA,NA
"3489",62,"Male","Yes",13,12,1959,22,"Three","$90,000 TO $109,999","$25,000 OR MORE"
"3490",26,"Female","Yes",16,12,1995,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3491",47,"Female","Yes",18,12,1974,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"3492",69,"Female","Yes",16,12,1952,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"3493",41,"Female","Yes",14,12,1980,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3494",41,"Female","Yes",12,NA,1980,NA,"None",NA,NA
"3495",50,"Female","Yes",19,13,1971,26,"None","$170,000 OR OVER",NA
"3496",32,"Female","Yes",17,12,1989,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3497",27,"Male","Yes",12,12,1994,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3498",64,"Male","Yes",18,NA,1957,NA,"None",NA,NA
"3499",78,"Female","Yes",18,12,1943,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"3500",59,"Male","Yes",12,12,1962,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3501",58,"Male","Yes",12,12,1963,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"3502",52,"Female","Yes",12,1,1969,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"3503",67,"Female","Yes",18,12,1954,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3504",71,"Female","Yes",18,NA,1950,NA,"None",NA,NA
"3505",NA,"Male","Yes",18,NA,9999,NA,"None",NA,NA
"3506",19,"Male","No",12,12,2002,17,"Four","$35,000 TO $39,999","$25,000 OR MORE"
"3507",55,"Male","Yes",6,9,1966,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3508",30,"Female","Yes",14,12,1991,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3509",73,"Female","No",12,NA,1948,NA,"Four",NA,NA
"3510",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"3511",77,"Female","No",20,12,1944,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3512",65,"Female","No",16,12,1956,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"3513",69,"Male","Yes",16,11,1952,13,"Two","$20,000 TO $22,499","$20,000 TO $24,999"
"3514",52,"Male","Yes",16,12,1969,24,"One","$130,000 TO $149,999","$25,000 OR MORE"
"3515",42,"Male","Yes",17,13,1979,26,"None","$170,000 OR OVER",NA
"3516",NA,"Female","Yes",17,NA,9999,NA,"Four",NA,NA
"3517",89,"Female","No",19,12,1932,15,"Four","$25,000 TO $29,999","$25,000 OR MORE"
"3518",25,"Male","Yes",12,12,1996,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3519",NA,NA,"Yes",12,9,9999,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3520",64,"Male","Yes",14,12,1957,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3521",61,"Male","Yes",18,13,1960,26,"None","$170,000 OR OVER",NA
"3522",65,"Male","Yes",16,11,1956,13,"Four","$20,000 TO $22,499","$20,000 TO $24,999"
"3523",71,"Female","Yes",18,NA,1950,NA,"None",NA,NA
"3524",75,"Male","No",9,12,1946,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3525",70,"Male","Yes",14,12,1951,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"3526",61,"Male","Yes",13,9,1960,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3527",49,"Female","Yes",12,9,1972,9,"Four","$10,000 TO $12,499","$10,000 TO $14,999"
"3528",NA,"Female","Yes",14,11,9999,13,"Two","$20,000 TO $22,499","$20,000 TO $24,999"
"3529",43,"Female","No",12,8,1978,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"3530",NA,"Female","Yes",NA,12,9999,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3531",39,"Female","Yes",16,12,1982,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3532",NA,"Female","Yes",12,NA,9999,NA,NA,NA,NA
"3533",75,"Male","Yes",12,NA,1946,NA,"Three",NA,NA
"3534",71,"Male","Yes",15,12,1950,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3535",84,"Female","Yes",16,12,1937,23,"Three","$110,000 TO $129,999","$25,000 OR MORE"
"3536",80,"Female","Yes",6,12,1941,17,"Two","$35,000 TO $39,999","$25,000 OR MORE"
"3537",62,"Female","No",14,12,1959,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3538",NA,"Female","No",16,12,9999,16,NA,"$30,000 TO $34,999","$25,000 OR MORE"
"3539",36,"Female","Yes",16,13,1985,26,"None","$170,000 OR OVER",NA
"3540",61,"Female","Yes",14,NA,1960,NA,NA,NA,NA
"3541",NA,"Female","Yes",20,NA,9999,NA,"None",NA,NA
"3542",34,"Female","Yes",16,13,1987,26,"None","$170,000 OR OVER",NA
"3543",72,"Female","No",17,12,1949,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"3544",67,"Female","Yes",17,12,1954,20,"Three","$60,000 TO $74,999","$25,000 OR MORE"
"3545",NA,"Female","No",18,12,9999,17,"Four","$35,000 TO $39,999","$25,000 OR MORE"
"3546",64,"None of These","Yes",14,NA,1957,NA,"None",NA,NA
"3547",81,"Male","Yes",12,12,1940,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"3548",69,"Female","Yes",20,12,1952,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"3549",63,"Female","Yes",10,12,1958,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3550",62,"Female","Yes",16,2,1959,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"3551",37,"Female","Yes",14,12,1984,21,"Four","$75,000 TO $89,999","$25,000 OR MORE"
"3552",43,"Female","No",15,NA,1978,NA,"Four",NA,NA
"3553",68,"Male","Yes",18,12,1953,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3554",72,"Female","Yes",16,13,1949,26,"Four","$170,000 OR OVER",NA
"3555",76,"Male","Yes",16,12,1945,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"3556",24,NA,"Yes",16,12,1997,15,"Three","$25,000 TO $29,999","$25,000 OR MORE"
"3557",70,"Female","Yes",13,12,1951,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"3558",74,"Female","Yes",19,12,1947,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"3559",33,"Male","Yes",15,12,1988,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"3560",59,"Female","Yes",19,12,1962,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3561",28,"Female","No",15,12,1993,15,"Four","$25,000 TO $29,999","$25,000 OR MORE"
"3562",NA,"Female","Yes",16,NA,9999,NA,"None",NA,NA
"3563",29,"Male","Yes",16,12,1992,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3564",61,"Female","Yes",16,9,1960,9,"Four","$10,000 TO $12,499","$10,000 TO $14,999"
"3565",31,"Male","Yes",17,12,1990,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3566",28,"Female","Yes",0,2,1993,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"3567",67,"Female","Yes",20,12,1954,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"3568",56,"Male","Yes",19,12,1965,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3569",74,"Male","Yes",16,11,1947,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"3570",63,"Female","Yes",14,2,1958,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"3571",77,"Male","Yes",18,12,1944,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3572",64,"Male","Yes",13,11,1957,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"3573",69,"Male","Yes",13,12,1952,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"3574",58,"Female","Yes",16,12,1963,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"3575",48,"Male","Yes",16,NA,1973,NA,"None",NA,NA
"3576",62,"Male","Yes",12,10,1959,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"3577",37,"Female","Yes",13,6,1984,15,"One","$25,000 TO $29,999","$6,000 TO $6,999"
"3578",64,"Female","Yes",17,9,1957,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"3579",39,"Male","Yes",16,12,1982,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3580",70,"Male","Yes",18,12,1951,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"3581",NA,"Female","Yes",12,NA,9999,NA,NA,NA,NA
"3582",52,"Male","Yes",20,13,1969,26,"None","$170,000 OR OVER",NA
"3583",86,"Female","Yes",12,8,1935,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"3584",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"3585",78,"Female","Yes",14,9,1943,10,"Three","$12,500 TO $14,999","$10,000 TO $14,999"
"3586",48,"Female","Yes",12,12,1973,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"3587",72,"Male","Yes",20,12,1949,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"3588",70,"Female","Yes",14,12,1951,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3589",NA,"Male","Yes",16,13,9999,26,"None","$170,000 OR OVER",NA
"3590",51,"Female","No",16,12,1970,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"3591",49,"Male","Yes",12,12,1972,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"3592",22,"None of These","Yes",12,9,1999,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"3593",55,"Male","Yes",12,13,1966,26,"Four","$170,000 OR OVER",NA
"3594",37,"Female","Yes",16,10,1984,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"3595",66,"Female","Yes",12,10,1955,11,"One","$15,000 TO $17,499","$15,000 TO $19,999"
"3596",39,"Female","No",16,12,1982,16,"Four","$30,000 TO $34,999","$25,000 OR MORE"
"3597",69,"Female","Yes",17,12,1952,15,"One","$25,000 TO $29,999","$25,000 OR MORE"
"3598",55,"Male","Yes",12,12,1966,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"3599",28,"Female","Yes",16,12,1993,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"3600",36,"Male","Yes",16,13,1985,26,"One","$170,000 OR OVER",NA
"3601",74,"Male","Yes",16,12,1947,23,"Two","$110,000 TO $129,999","$25,000 OR MORE"
"3602",63,"Male","Yes",18,12,1958,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3603",84,"Female","Yes",18,12,1937,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"3604",42,"Male","Yes",12,NA,1979,NA,"None",NA,NA
"3605",52,"Male","Yes",17,12,1969,23,"One","$110,000 TO $129,999","$25,000 OR MORE"
"3606",31,"Male","Yes",13,11,1990,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
